image_id,integrated_intensity
1,0.17100675517200647
2,0.17027209360160092
3,0.17053510118496973
4,0.1711267880660411
5,0.17137779744653134
6,0.17032509885862757
7,0.1712293353379942
8,0.1705195892823911
9,0.17081059937982004
10,0.1706324848941729
11,0.17021624719058784
12,0.1707268217634065
13,0.17150549217760197
14,0.17045660750906458
15,0.17090476422478182
16,0.17041091337341116
17,0.17012125065996755
18,0.17006385972128965
19,0.16997713040407958
20,0.17008886475644075
21,0.1700138012335035
22,0.1698172740401473
23,0.1699114126793855
24,0.16986425338707734
25,0.16995080339656174
26,0.16972604427075855
27,0.1697362657200434
28,0.16968266714532382
29,0.16968720051297967
30,0.16981265514012242
31,0.16962526262358127
32,0.16965754436256064
33,0.16969582700916364
34,0.1696215733328675
35,0.16959109492008992
36,0.1695329301928851
37,0.16955136399574516
38,0.16958794091018992
39,0.1694891164074069
40,0.16949454875609457
41,0.16952347214455696
42,0.16947459076949978
43,0.16947392285228538
44,0.16945994958391375
45,0.1694614482054367
46,0.16949295910292986
47,0.16947314313863632
48,0.16947122213064447
49,0.1695066011725531
50,0.16951447869805725
51,0.16955846973593716
52,0.1695564621153688
53,0.16961733471141155
54,0.16967404635373284
55,0.1697004823146147
56,0.16981537245432513
57,0.1697782229767593
58,0.16956316514358005
59,0.1699728764327057
60,0.16989187157051236
61,0.17053845140881027
62,0.17025701523537734
63,0.17037861214195196
64,0.1707050214808595
65,0.17012469037610714
66,0.17159605371961384
67,0.17111093137928082
68,0.17131280635322615
69,0.1708628141276042
70,0.1719018819252962
71,0.1726099534181833
72,0.1722348695963192
73,0.17349688968508858
74,0.17302911760168127
75,0.17516783065995356
76,0.17454169996485983
77,0.1757781239639234
78,0.17399343656290597
79,0.17647890348222525
80,0.17721597221823304
81,0.17796762474608577
82,0.178769008707034
83,0.17961672820359298
84,0.18148170823888857
85,0.18051903573042413
86,0.18246012283923574
87,0.18349136494480692
88,0.18692034179550368
89,0.18460275936151657
90,0.18573976060480857
91,0.18950448224510258
92,0.19083771540249095
93,0.1936364656924577
94,0.18818727501538848
95,0.19217791812672336
96,0.19511091593673804
97,0.19815943965375812
98,0.19974533249275347
99,0.20297514652538914
100,0.20462288536408357
101,0.19663863785450778
102,0.20134943034028693
103,0.2062405120417027
104,0.20791106298097606
105,0.21125333968268503
106,0.20958146544325587
107,0.21291916486627918
108,0.21461495389938345
109,0.21630739351210246
110,0.21965465374803228
111,0.217979642656239
112,0.22134187571045624
113,0.22631449670766704
114,0.22465205351648757
115,0.2312942352513083
116,0.22962527917425618
117,0.2230066954795988
118,0.2280017376331255
119,0.2345256030110128
120,0.23291926608727648
121,0.2392549720181983
122,0.2407667181972427
123,0.23611574166042368
124,0.2377042191767225
125,0.2422882348491946
126,0.24377303600311268
127,0.2466894152099012
128,0.2480807550114898
129,0.24943626251183276
130,0.25079014768500746
131,0.2452394682828119
132,0.2521191520152373
133,0.25473223852444316
134,0.2559653335070144
135,0.25346084564782456
136,0.2572265348500522
137,0.258435970189213
138,0.2618961301361034
139,0.26077258250529456
140,0.259598155643114
141,0.2629666973971698
142,0.264021853918437
143,0.2660728612980811
144,0.26987764280219484
145,0.2680462197804917
146,0.26709216022666
147,0.26505980357799647
148,0.2690159740076502
149,0.27081756175745525
150,0.2716954589790145
151,0.2733124248889847
152,0.272521415355034
153,0.27481980282714974
154,0.2740503979839997
155,0.2762351295178233
156,0.2755525913875557
157,0.27691907209171945
158,0.2795720609709794
159,0.27857440664254013
160,0.27747899864433634
161,0.2780181626331105
162,0.2800878421436883
163,0.2791024192888597
164,0.2809641556719861
165,0.2813669380256553
166,0.2805348980186812
167,0.2827910004511068
168,0.28208479842653467
169,0.2817297554630704
170,0.28242646013721173
171,0.2830518997570111
172,0.28335813625285816
173,0.2838746909237534
174,0.2836224317554399
175,0.2841036033602943
176,0.2845417335475349
177,0.2843550366401674
178,0.28471660454058184
179,0.28484821685192624
180,0.285014030666102
181,0.28557190635755936
182,0.28545341676549973
183,0.2856950772554734
184,0.28578707576066037
185,0.2852769980223661
186,0.2851453123336988
187,0.28588160675796803
188,0.28621196744158367
189,0.28608125217824204
190,0.28626804533565775
191,0.2859950066449285
192,0.28632825200037265
193,0.2864735749805676
194,0.28612614845637413
195,0.2864088705997841
196,0.2865582685596488
197,0.286579896527459
198,0.28660670976476743
