image_id,integrated_intensity
1,0.24220974923289684
2,0.2422019660284006
3,0.24220970491571361
4,0.24219166751375396
5,0.2422630223331577
6,0.2421964236639684
7,0.24222329869426162
8,0.2422151291415896
9,0.24223215072669246
10,0.24225191941903312
11,0.24218340614406092
12,0.24227926137662406
13,0.24223009586907673
14,0.24224288220062756
15,0.24217955493590423
16,0.2422194458213507
17,0.2422591743297203
18,0.242231365093655
19,0.24220393952837177
20,0.24225489422193522
21,0.2421885387414422
22,0.24220775790195848
23,0.24219648962282644
24,0.2422042799502107
25,0.24218034329657473
26,0.24220353331123287
27,0.24226591185276813
28,0.24219521755417958
29,0.24216747192956262
30,0.24224518346075916
31,0.24228345672058915
32,0.24225023903815585
33,0.24226678803475077
34,0.2421975512509565
35,0.24218028501311167
36,0.2422303901896756
37,0.24225408424377445
38,0.24219282680062681
39,0.24220106456432453
40,0.24219980871063426
41,0.24219655591391256
42,0.24222746550005247
43,0.24218324535182886
44,0.24221757982652928
45,0.24222068009494963
46,0.24222601027482468
47,0.24221310868294402
48,0.24223057438133586
49,0.2422210462303411
50,0.2422448769165488
51,0.2421978593355067
52,0.24219616066165991
53,0.24223536816353897
54,0.242209940932654
55,0.24222545819824812
56,0.24223170537075983
57,0.2422194224877451
58,0.24222140427969646
59,0.2422048390453315
60,0.24224616839577173
61,0.24224661256503413
62,0.24223365992676982
63,0.24220818159390103
64,0.24226310783049637
65,0.24221791509441284
66,0.24220710265265571
67,0.24221438251831948
68,0.24216117188858813
69,0.24215298823836554
70,0.2421576549103679
71,0.242142429621952
72,0.2421610180641623
73,0.2421677947127898
74,0.2421511080407783
75,0.24217190775640654
76,0.2421497043316661
77,0.2421825924307382
78,0.24218064181396387
79,0.24217787938672725
80,0.24217436274185675
81,0.24214358727423987
82,0.24212049090877846
83,0.242152130976284
84,0.24213338599510445
85,0.2421167195760191
86,0.24216074568555246
87,0.2420994075222887
88,0.24214668996411987
89,0.242120721433677
90,0.24213476007872936
91,0.24214425814871718
92,0.2421153271312338
93,0.24209164212220632
94,0.2420501666668662
95,0.2421402883992163
96,0.2420702811758504
97,0.24209479074241289
98,0.24206243794385118
99,0.2420769084843158
100,0.24208034398147493
101,0.24209830499935756
102,0.2421037871325873
103,0.24204398752062936
104,0.2420526064309261
105,0.2420498569562078
106,0.2420553156304203
107,0.2420834026296775
108,0.24206523891623502
109,0.24207539431341335
110,0.24205537123748672
111,0.2420659045811574
112,0.24205226882435918
113,0.2420612263760536
114,0.24208412054922065
115,0.24208070250405203
116,0.24208572947009704
117,0.2421096498552957
118,0.24210736208971814
119,0.24208432143155276
120,0.24205844102373314
121,0.24207066954120304
122,0.2421025379173427
123,0.2420906106012634
124,0.24202232400407975
125,0.2420159644187979
126,0.24203540283103406
127,0.2420719514997646
128,0.242016657198613
129,0.24194384533988103
130,0.24218176173166522
131,0.24238453750036892
132,0.2425889844939289
133,0.24431351910397914
134,0.28019777122061257
135,0.24276546358332918
136,0.26051093750947424
137,0.2687267088076024
138,0.27721282146578535
139,0.26054270556967246
140,0.2604592603781955
141,0.2605365000982847
142,0.2605297820756948
143,0.2605414250002343
144,0.2604319118636884
145,0.2685989337755342
146,0.26029957978666224
147,0.26956181689991654
148,0.2769417035773533
149,0.2699890478271287
150,0.2699639377165149
151,0.26941665922838076
152,0.26884641306671425
153,0.26893381624196855
154,0.2681293171428854
155,0.2697814071252613
156,0.26783302977630524
157,0.25438680288788545
158,0.2612168653509351
159,0.25452295946445325
160,0.2677342920732187
161,0.2688535217614266
162,0.2544342388165544
163,0.2540217951151281
164,0.26048416585311396
165,0.2519623198201299
166,0.25185018839069456
167,0.2749365306111256
168,0.27452521773120164
169,0.25229904629327093
170,0.251794330273921
171,0.24708774663488833
172,0.2471192398237093
173,0.25191485856112306
174,0.24711635620416403
175,0.24674838572146832
176,0.24710354094773349
177,0.24716620881473322
178,0.2475926098986853
179,0.24709231198504078
180,0.2470312091925875
181,0.2513865137885599
182,0.2470632605259714
183,0.24710812093772136
184,0.24703994798286277
185,0.2467432302412645
186,0.246642339467566
187,0.24666509618659416
188,0.2465817315097884
189,0.24658773485059082
190,0.24594174427132212
191,0.24604410498749973
192,0.24587804061727592
193,0.24597236235437825
194,0.2459709763508219
195,0.2460048664182775
196,0.2459650601866978
197,0.24595134741876654
198,0.24604118131525377
199,0.24595472519220096
200,0.245994193093169
201,0.24595401734470534
202,0.24591603022257472
203,0.2459208450390935
204,0.24590693442949293
205,0.24593638161092007
206,0.2458898602562945
207,0.2459948475916245
208,0.24595749706093778
209,0.24593962147606743
210,0.24593280567144263
211,0.24594230415356727
212,0.2459109777008007
213,0.2459425609648463
214,0.24593424675124917
215,0.24590002254336488
216,0.24594809752183827
217,0.24593914919423113
218,0.24594045238133372
219,0.2459167190267524
220,0.245935532559289
221,0.245927839324677
222,0.24591922712837166
223,0.24591496124192785
224,0.24592545098572777
225,0.2459116800087573
226,0.24589362176496232
227,0.24591344518773697
228,0.2458398729857898
229,0.2458278533074126
230,0.24588507536856938
231,0.24586333436965932
232,0.24719475437239116
233,0.2463973708331039
234,0.24584269361658034
235,0.2472461441409044
236,0.2470940768058627
237,0.24589894337373636
238,0.24725544906167418
239,0.24722481612535863
240,0.24721910867479122
241,0.2472406253136529
242,0.24721027946222873
243,0.24724460873335805
244,0.24724167479521306
245,0.2472636394150429
246,0.24725760909959377
247,0.2471973710245867
248,0.24722955141229555
249,0.247229903011322
250,0.24645147725597702
251,0.24582512630063724
252,0.2459400462695354
253,0.24587730885137915
254,0.24578556353350864
255,0.2457427850581153
256,0.24570868567261048
257,0.24574219990836246
258,0.24563217242621124
259,0.24570942424125922
260,0.24573878389557965
261,0.24489131047192755
262,0.24425789547390406
263,0.2441473887664195
264,0.2441193195026372
265,0.2441168437041488
266,0.2440790892831642
267,0.24405411618263886
268,0.24408592073615082
269,0.24407669237560697
270,0.24402581690470385
271,0.24407492857602672
272,0.24407316286560785
273,0.24474303525076968
274,0.2442753722539916
275,0.244860523071289
276,0.24489509460648676
277,0.2448902425476773
278,0.24496038215811738
279,0.24495844110763143
280,0.24532333682365665
281,0.24495634479547665
282,0.24494716500151403
283,0.24874368491989332
284,0.2719802760309955
285,0.270571080642401
286,0.21791850509593672
287,0.27208240767746966
288,0.2465894602753134
289,0.2620351414025999
290,0.2076702922319898
291,0.20917513968910256
292,0.20748014419642924
293,0.26748881719053175
